number,year,kode,region,municipalities,total,urban,rural
4599,2016,9260446500,Республика Татарстан,Старокиязлинское сельское поселение,1161,0,1161
4600,2016,9260446800,Республика Татарстан,Старотатарско-Адамское сельское поселение,809,0,809
4601,2016,9260447000,Республика Татарстан,Старотимошкинское сельское поселение,1450,0,1450
4602,2016,9260447500,Республика Татарстан,Староузеевское сельское поселение,825,0,825
4603,2016,9260448000,Республика Татарстан,Сунчелеевское сельское поселение,600,0,600
4604,2016,9260448500,Республика Татарстан,Трудолюбовское сельское поселение,602,0,602
4605,2016,9260449000,Республика Татарстан,Урмандеевское сельское поселение,1440,0,1440
4606,2016,9260449300,Республика Татарстан,Щербенское сельское поселение,398,0,398
4607,2016,9260500000,Республика Татарстан,Актанышский муниципальный район,30831,0,30831
4608,2016,9260540200,Республика Татарстан,Аишевское сельское поселение,425,0,425
4609,2016,9260540400,Республика Татарстан,Аккузовское сельское поселение,919,0,919
4610,2016,9260540800,Республика Татарстан,Актанышбашское сельское поселение,1057,0,1057
4611,2016,9260540900,Республика Татарстан,Актанышское сельское поселение,9563,0,9563
4612,2016,9260541100,Республика Татарстан,Атясевское сельское поселение,689,0,689
4613,2016,9260541500,Республика Татарстан,Верхнеяхшеевское сельское поселение,527,0,527
4614,2016,9260541900,Республика Татарстан,Казкеевское сельское поселение,538,0,538
4615,2016,9260542300,Республика Татарстан,Кировское сельское поселение,1223,0,1223
4616,2016,9260542700,Республика Татарстан,Кузякинское сельское поселение,757,0,757
4617,2016,9260543800,Республика Татарстан,Масадинское сельское поселение,418,0,418
4618,2016,9260543400,Республика Татарстан,Новоалимовское сельское поселение,1422,0,1422
4619,2016,9260544100,Республика Татарстан,Поисевское сельское поселение,1642,0,1642
4620,2016,9260544500,Республика Татарстан,Староаймановское сельское поселение,459,0,459
4621,2016,9260544800,Республика Татарстан,Старобайсаровское сельское поселение,959,0,959
4622,2016,9260545100,Республика Татарстан,Старобугадинское сельское поселение,956,0,956
4623,2016,9260545400,Республика Татарстан,Старокурмашевское сельское поселение,781,0,781
4624,2016,9260545700,Республика Татарстан,Старосафаровское сельское поселение,1013,0,1013
4625,2016,9260546400,Республика Татарстан,Такталачукское сельское поселение,949,0,949
4626,2016,9260547000,Республика Татарстан,Татарско-Суксинское сельское поселение,1747,0,1747
4627,2016,9260547300,Республика Татарстан,Татарско-Ямалинское сельское поселение,784,0,784
4628,2016,9260547700,Республика Татарстан,Тлякеевское сельское поселение,513,0,513
4629,2016,9260548100,Республика Татарстан,Тюковское сельское поселение,773,0,773
4630,2016,9260543000,Республика Татарстан,Уразаевское сельское поселение,949,0,949
4631,2016,9260543200,Республика Татарстан,Усинское сельское поселение,504,0,504
4632,2016,9260548500,Республика Татарстан,Чалманаратское сельское поселение,587,0,587
4633,2016,9260549300,Республика Татарстан,Чуракаевское сельское поселение,677,0,677
4634,2016,9260600000,Республика Татарстан,Алексеевский муниципальный район,25932,11658,14274
4635,2016,9260615100,Республика Татарстан,Городское поселение пгт. Алексеевское,11720,11658,62
4636,2016,926061510511000,Республика Татарстан,пгт. Алексеевское,11658,11658,0
4637,2016,9260640500,Республика Татарстан,Билярское сельское поселение,2652,0,2652
4638,2016,9260641000,Республика Татарстан,Большеполянское сельское поселение,843,0,843
4639,2016,9260641500,Республика Татарстан,Большетиганское сельское поселение,686,0,686
4640,2016,9260642000,Республика Татарстан,Бутлеровское сельское поселение,977,0,977
4641,2016,9260642500,Республика Татарстан,Войкинское сельское поселение,395,0,395
4642,2016,9260643500,Республика Татарстан,Ерыклинское сельское поселение,686,0,686
4643,2016,9260644000,Республика Татарстан,Куркульское сельское поселение,441,0,441
4644,2016,9260644200,Республика Татарстан,Курналинское сельское поселение,289,0,289
4645,2016,9260644500,Республика Татарстан,Лебединское сельское поселение,677,0,677
4646,2016,9260645000,Республика Татарстан,Лебяжинское сельское поселение,890,0,890
4647,2016,9260645500,Республика Татарстан,Левашевское сельское поселение,413,0,413
4648,2016,9260646000,Республика Татарстан,Майнское сельское поселение,878,0,878
4649,2016,9260647000,Республика Татарстан,Подлесно-Шенталинское сельское поселение,549,0,549
4650,2016,9260647500,Республика Татарстан,Родниковское сельское поселение,440,0,440
4651,2016,9260647600,Республика Татарстан,Ромодановское сельское поселение,641,0,641
4652,2016,9260647800,Республика Татарстан,Сахаровское сельское поселение,675,0,675
4653,2016,9260648000,Республика Татарстан,Среднетиганское сельское поселение,741,0,741
4654,2016,9260649000,Республика Татарстан,Степношенталинское сельское поселение,746,0,746
4655,2016,9260649500,Республика Татарстан,Ялкынское сельское поселение,593,0,593
4656,2016,9260700000,Республика Татарстан,Алькеевский муниципальный район,19439,0,19439
4657,2016,9260740400,Республика Татарстан,Аппаковское сельское поселение,606,0,606
4658,2016,9260740800,Республика Татарстан,Базарно-Матакское сельское поселение,6238,0,6238
4659,2016,9260741200,Республика Татарстан,Борискинское сельское поселение,762,0,762
4660,2016,9260741600,Республика Татарстан,Верхнеколчуринское сельское поселение,547,0,547
4661,2016,9260742000,Республика Татарстан,Каргопольское сельское поселение,422,0,422
4662,2016,9260742400,Республика Татарстан,Кошкинское сельское поселение,260,0,260
4663,2016,9260742800,Республика Татарстан,Нижнеалькеевское сельское поселение,1207,0,1207
4664,2016,9260743200,Республика Татарстан,Нижнекачеевское сельское поселение,500,0,500
4665,2016,9260744000,Республика Татарстан,Новоургагарское сельское поселение,340,0,340
4666,2016,9260744400,Республика Татарстан,Салманское сельское поселение,814,0,814
4667,2016,9260744800,Республика Татарстан,Староалпаровское сельское поселение,574,0,574
4668,2016,9260745200,Республика Татарстан,Старокамкинское сельское поселение,393,0,393
4669,2016,9260745600,Республика Татарстан,Староматакское сельское поселение,917,0,917
4670,2016,9260746000,Республика Татарстан,Старосалмановское сельское поселение,751,0,751
4671,2016,9260746400,Республика Татарстан,Старохурадинское сельское поселение,512,0,512
4672,2016,9260746800,Республика Татарстан,Старочелнинское сельское поселение,516,0,516
4673,2016,9260747000,Республика Татарстан,Тяжбердинское сельское поселение,447,0,447
4674,2016,9260747200,Республика Татарстан,Чувашско-Бродское сельское поселение,1145,0,1145
4675,2016,9260747600,Республика Татарстан,Чувашско-Бурнаевское сельское поселение,761,0,761
4676,2016,9260748400,Республика Татарстан,Шибашинское сельское поселение,350,0,350
4677,2016,9260748800,Республика Татарстан,Юхмачинское сельское поселение,1377,0,1377
4678,2016,9260800000,Республика Татарстан,Альметьевский муниципальный район,204101,162625,41476
4679,2016,9260810100,Республика Татарстан,Городское поселение г. Альметьевск,152580,152580,0
4680,2016,926081010011000,Республика Татарстан,г. Альметьевск,152580,152580,0
4681,2016,9260810500,Республика Татарстан,Городское поселение пгт. Нижняя Мактама,11655,10045,1610
4682,2016,926081050511000,Республика Татарстан,пгт. Нижняя Мактама,10045,10045,0
4683,2016,9260840300,Республика Татарстан,Абдрахмановское сельское поселение,1687,0,1687
4684,2016,9260840400,Республика Татарстан,Альметьевское сельское поселение,678,0,678
4685,2016,9260842400,Республика Татарстан,Аппаковское сельское поселение,696,0,696
4686,2016,9260840600,Республика Татарстан,Багряж-Никольское сельское поселение,262,0,262
4687,2016,9260840900,Республика Татарстан,Бишмунчинское сельское поселение,978,0,978
4688,2016,9260841200,Республика Татарстан,Борискинское сельское поселение,558,0,558
4689,2016,9260841300,Республика Татарстан,Бутинское сельское поселение,380,0,380
4690,2016,9260841600,Республика Татарстан,Васильевское сельское поселение,567,0,567
4691,2016,9260841800,Республика Татарстан,Верхнеакташское сельское поселение,862,0,862
4692,2016,9260841900,Республика Татарстан,Верхнемактаминское сельское поселение,1147,0,1147
4693,2016,9260842100,Республика Татарстан,Елховское сельское поселение,853,0,853
4694,2016,9260842200,Республика Татарстан,Ерсубайкинское сельское поселение,515,0,515
4695,2016,9260842700,Республика Татарстан,Калейкинское сельское поселение,1766,0,1766
4696,2016,9260842800,Республика Татарстан,Кама-Исмагиловское сельское поселение,686,0,686
4697,2016,9260843300,Республика Татарстан,Кичуйское сельское поселение,810,0,810
4698,2016,9260843400,Республика Татарстан,Кичучатовское сельское поселение,903,0,903
4699,2016,9260843600,Республика Татарстан,Клементейкинское сельское поселение,520,0,520
4700,2016,9260843900,Республика Татарстан,Кузайкинское сельское поселение,690,0,690
4701,2016,9260844000,Республика Татарстан,Кульшариповское сельское поселение,1782,0,1782
4702,2016,9260844100,Республика Татарстан,Лесно-Калейкинское сельское поселение,2096,0,2096
4703,2016,9260844200,Республика Татарстан,Маметьевское сельское поселение,1511,0,1511
4704,2016,9260844500,Республика Татарстан,Миннибаевское сельское поселение,1762,0,1762
4705,2016,9260844700,Республика Татарстан,Нижнеабдулловское сельское поселение,825,0,825
4706,2016,9260844800,Республика Татарстан,Новокашировское сельское поселение,2011,0,2011
4707,2016,9260845100,Республика Татарстан,Новонадыровское сельское поселение,1534,0,1534
4708,2016,9260845400,Республика Татарстан,Новоникольское сельское поселение,809,0,809
4709,2016,9260845700,Республика Татарстан,Новотроицкое сельское поселение,1068,0,1068
4710,2016,9260845900,Республика Татарстан,Русско-Акташское сельское поселение,4501,0,4501
4711,2016,9260843000,Республика Татарстан,Сиренькинское сельское поселение,530,0,530
4712,2016,9260846000,Республика Татарстан,Старомихайловское сельское поселение,751,0,751
4713,2016,9260841500,Республика Татарстан,Старосуркинское сельское поселение,1137,0,1137
4714,2016,9260846300,Республика Татарстан,Сулеевское сельское поселение,1662,0,1662
4715,2016,9260846400,Республика Татарстан,Тайсугановское сельское поселение,1227,0,1227
4716,2016,9260846900,Республика Татарстан,Ямашинское сельское поселение,838,0,838
4717,2016,9260847200,Республика Татарстан,Ямашское сельское поселение,1264,0,1264
4718,2016,9261000000,Республика Татарстан,Апастовский муниципальный район,20425,5325,15100
4719,2016,9261015100,Республика Татарстан,Городское поселение пгт. Апастово,5738,5325,413
4720,2016,926101510511000,Республика Татарстан,пгт. Апастово,5325,5325,0
4721,2016,9261040300,Республика Татарстан,Альмендеровское сельское поселение,658,0,658
4722,2016,9261041000,Республика Татарстан,Бакрчинское сельское поселение,610,0,610
4723,2016,9261041200,Республика Татарстан,Бишевское сельское поселение,738,0,738
4724,2016,9261041500,Республика Татарстан,Большеболгоярское сельское поселение,495,0,495
4725,2016,9261041700,Республика Татарстан,Большекокузское сельское поселение,826,0,826
4726,2016,9261042500,Республика Татарстан,Булым-Булыхчинское сельское поселение,519,0,519
4727,2016,9261043000,Республика Татарстан,Верхнеаткозинское сельское поселение,664,0,664
4728,2016,9261043300,Республика Татарстан,Верхнеиндырчинское сельское поселение,396,0,396
4729,2016,9261043600,Республика Татарстан,Деушевское сельское поселение,580,0,580
4730,2016,9261043900,Республика Татарстан,Ишеевское сельское поселение,317,0,317
4731,2016,9261044400,Республика Татарстан,Каратунское сельское поселение,2506,0,2506
4732,2016,9261044200,Республика Татарстан,Кзыл-Тауское сельское поселение,394,0,394
4733,2016,9261044800,Республика Татарстан,Куштовское сельское поселение,628,0,628
4734,2016,9261045600,Республика Татарстан,Сатламышевское сельское поселение,857,0,857
4735,2016,9261045900,Республика Татарстан,Среднебалтаевское сельское поселение,907,0,907
4736,2016,9261046200,Республика Татарстан,Староюмралинское сельское поселение,569,0,569
4737,2016,9261045300,Республика Татарстан,Табар-Черкийское сельское поселение,618,0,618
4738,2016,9261045500,Республика Татарстан,Тутаевское сельское поселение,310,0,310
4739,2016,9261047400,Республика Татарстан,Черемшанское сельское поселение,811,0,811
4740,2016,9261047700,Республика Татарстан,Чуру-Барышевское сельское поселение,548,0,548
4741,2016,9261048300,Республика Татарстан,Шамбулыхчинское сельское поселение,736,0,736
4742,2016,9261200000,Республика Татарстан,Арский муниципальный район,52530,20046,32484
4743,2016,9261215100,Республика Татарстан,Городское поселение г. Арск,22692,20046,2646
4744,2016,926121510011000,Республика Татарстан,г. Арск,20046,20046,0
4745,2016,9261240300,Республика Татарстан,Апазовское сельское поселение,1886,0,1886
4746,2016,9261242200,Республика Татарстан,Качелинское сельское поселение,1123,0,1123
4747,2016,9261244200,Республика Татарстан,Наласинское сельское поселение,898,0,898
4748,2016,9261245000,Республика Татарстан,Новокинерское сельское поселение,4504,0,4504
4749,2016,9261245200,Республика Татарстан,Новокишитское сельское поселение,1115,0,1115
4750,2016,9261245400,Республика Татарстан,Новокырлайское сельское поселение,1887,0,1887
4751,2016,9261246200,Республика Татарстан,Сизинское сельское поселение,2991,0,2991
4752,2016,9261246500,Республика Татарстан,Среднеатынское сельское поселение,1029,0,1029
4753,2016,9261241500,Республика Татарстан,Среднекорсинское сельское поселение,1021,0,1021
4754,2016,9261243900,Республика Татарстан,Старокырлайское сельское поселение,2146,0,2146
4755,2016,9261247400,Республика Татарстан,Старочурилинское сельское поселение,1490,0,1490
4756,2016,9261248000,Республика Татарстан,Ташкичинское сельское поселение,2583,0,2583
4757,2016,9261240600,Республика Татарстан,Урнякское сельское поселение,3321,0,3321
4758,2016,9261248600,Республика Татарстан,Утар-Атынское сельское поселение,1221,0,1221
4759,2016,9261249600,Республика Татарстан,Шушмабашское сельское поселение,2187,0,2187
4760,2016,9261249800,Республика Татарстан,Янга-Салское сельское поселение,436,0,436
4761,2016,9261300000,Республика Татарстан,Атнинский муниципальный район,13215,0,13215
4762,2016,9261340800,Республика Татарстан,Большеатнинское сельское поселение,4076,0,4076
4763,2016,9261341000,Республика Татарстан,Большеменгерское сельское поселение,1093,0,1093
4764,2016,9261341500,Республика Татарстан,Верхнесердинское сельское поселение,176,0,176
4765,2016,9261342500,Республика Татарстан,Коморгузинское сельское поселение,490,0,490
4766,2016,9261343000,Республика Татарстан,Кубянское сельское поселение,1356,0,1356
4767,2016,9261343400,Республика Татарстан,Кулле-Киминское сельское поселение,671,0,671
4768,2016,9261343700,Республика Татарстан,Кунгерское сельское поселение,1415,0,1415
4769,2016,9261344000,Республика Татарстан,Кшкловское сельское поселение,491,0,491
4770,2016,9261344500,Республика Татарстан,Нижнеберескинское сельское поселение,1447,0,1447
4771,2016,9261344700,Республика Татарстан,Нижнекуюкское сельское поселение,619,0,619
4772,2016,9261345700,Республика Татарстан,Новошашинское сельское поселение,806,0,806
4773,2016,9261347000,Республика Татарстан,Узюмское сельское поселение,575,0,575
4774,2016,9261400000,Республика Татарстан,Бавлинский муниципальный район,35517,22235,13282
4775,2016,9261410100,Республика Татарстан,Городское поселение г. Бавлы,22235,22235,0
4776,2016,926141010011000,Республика Татарстан,г. Бавлы,22235,22235,0
4777,2016,9261440400,Республика Татарстан,Александровское сельское поселение,1173,0,1173
4778,2016,9261442400,Республика Татарстан,Исергаповское сельское поселение,1038,0,1038
4779,2016,9261443200,Республика Татарстан,Кзыл-Ярское сельское поселение,1779,0,1779
4780,2016,9261443600,Республика Татарстан,Крым-Сарайское сельское поселение,841,0,841
4781,2016,9261441600,Республика Татарстан,Новозареченское сельское поселение,1392,0,1392
4782,2016,9261444000,Республика Татарстан,Покровско-Урустамакское сельское поселение,1021,0,1021
4783,2016,9261444400,Республика Татарстан,Поповское сельское поселение,969,0,969
4784,2016,9261444800,Республика Татарстан,Потапово-Тумбарлинское сельское поселение,1226,0,1226
4785,2016,9261445200,Республика Татарстан,Салиховское сельское поселение,823,0,823
4786,2016,9261446000,Республика Татарстан,Татарско-Кандызское сельское поселение,835,0,835
4787,2016,9261446800,Республика Татарстан,Тумбарлинское сельское поселение,802,0,802
4788,2016,9261447200,Республика Татарстан,Удмуртско-Ташлинское сельское поселение,851,0,851
4789,2016,9261448000,Республика Татарстан,Шалтинское сельское поселение,532,0,532
4790,2016,9261500000,Республика Татарстан,Балтасинский муниципальный район,33741,8198,25543
4791,2016,9261515100,Республика Татарстан,Городское поселение пгт. Балтаси,8448,8198,250
4792,2016,926151510511000,Республика Татарстан,пгт. Балтаси,8198,8198,0
4793,2016,9261540700,Республика Татарстан,Бурбашское сельское поселение,1628,0,1628
4794,2016,9261540800,Республика Татарстан,Бурнакское сельское поселение,791,0,791
4795,2016,9261541500,Республика Татарстан,Верхнесубашское сельское поселение,1173,0,1173
4796,2016,9261542500,Республика Татарстан,Карадуванское сельское поселение,1899,0,1899
4797,2016,9261542000,Республика Татарстан,Кугунурское сельское поселение,1870,0,1870
4798,2016,9261542800,Республика Татарстан,Малолызинское сельское поселение,1243,0,1243
4799,2016,9261543000,Республика Татарстан,Норминское сельское поселение,3530,0,3530
4800,2016,9261543500,Республика Татарстан,Нуринерское сельское поселение,1407,0,1407
4801,2016,9261544000,Республика Татарстан,Пижмарское сельское поселение,892,0,892
4802,2016,9261544500,Республика Татарстан,Салаусское сельское поселение,1749,0,1749
4803,2016,9261541000,Республика Татарстан,Смаильское сельское поселение,966,0,966
4804,2016,9261545000,Республика Татарстан,Сосновское сельское поселение,1068,0,1068
4805,2016,9261545500,Республика Татарстан,Среднекушкетское сельское поселение,1102,0,1102
4806,2016,9261546500,Республика Татарстан,Ципьинское сельское поселение,3025,0,3025
4807,2016,9261546000,Республика Татарстан,Шишинерское сельское поселение,918,0,918
4808,2016,9261547000,Республика Татарстан,Шубанское сельское поселение,783,0,783
4809,2016,9261547500,Республика Татарстан,Янгуловское сельское поселение,1249,0,1249
4810,2016,9261700000,Республика Татарстан,Бугульминский муниципальный район,107829,90990,16839
4811,2016,9261710100,Республика Татарстан,Городское поселение г. Бугульма,86085,86085,0
4812,2016,926171010011000,Республика Татарстан,г. Бугульма,86085,86085,0
4813,2016,9261715500,Республика Татарстан,Городское поселение пгт. Карабаш,5064,4905,159
4814,2016,926171550511000,Республика Татарстан,пгт. Карабаш,4905,4905,0
4815,2016,9261740500,Республика Татарстан,Акбашское сельское поселение,729,0,729
4816,2016,9261746000,Республика Татарстан,Березовское сельское поселение,2466,0,2466
4817,2016,9261741000,Республика Татарстан,Большефедоровское сельское поселение,468,0,468
4818,2016,9261741200,Республика Татарстан,Восточное сельское поселение,767,0,767
4819,2016,9261742500,Республика Татарстан,Вязовское сельское поселение,689,0,689
4820,2016,9261741500,Республика Татарстан,Зеленорощинское сельское поселение,1392,0,1392
4821,2016,9261742000,Республика Татарстан,Ключевское сельское поселение,720,0,720
4822,2016,9261743000,Республика Татарстан,Кудашевское сельское поселение,737,0,737
4823,2016,9261743500,Республика Татарстан,Малобугульминское сельское поселение,2045,0,2045
4824,2016,9261744000,Республика Татарстан,Наратлинское сельское поселение,703,0,703
4825,2016,9261744500,Республика Татарстан,Новоалександровское сельское поселение,482,0,482
4826,2016,9261745000,Республика Татарстан,Новосумароковское сельское поселение,485,0,485
4827,2016,9261745200,Республика Татарстан,Петровское сельское поселение,637,0,637
4828,2016,9261745500,Республика Татарстан,Подгорненское сельское поселение,2486,0,2486
4829,2016,9261746500,Республика Татарстан,Спасское сельское поселение,668,0,668
4830,2016,9261747000,Республика Татарстан,Староисаковское сельское поселение,541,0,541
4831,2016,9261747500,Республика Татарстан,Татарско-Дымское сельское поселение,665,0,665
4832,2016,9261800000,Республика Татарстан,Буинский муниципальный район,43976,20886,23090
4833,2016,9261810100,Республика Татарстан,Городское поселение г. Буинск,20886,20886,0
4834,2016,926181010011000,Республика Татарстан,г. Буинск,20886,20886,0
4835,2016,9261840400,Республика Татарстан,Адав-Тулумбаевское сельское поселение,858,0,858
4836,2016,9261840700,Республика Татарстан,Аксунское сельское поселение,571,0,571
4837,2016,9261840800,Республика Татарстан,Альшеевское сельское поселение,1108,0,1108
4838,2016,9261841100,Республика Татарстан,Альшиховское сельское поселение,1340,0,1340
4839,2016,9261841500,Республика Татарстан,Бик-Утеевское сельское поселение,362,0,362
4840,2016,9261841900,Республика Татарстан,Большефроловское сельское поселение,684,0,684
4841,2016,9261842300,Республика Татарстан,Бюрганское сельское поселение,827,0,827
4842,2016,9261842700,Республика Татарстан,Верхнелащинское сельское поселение,651,0,651
4843,2016,9261843100,Республика Татарстан,Исаковское сельское поселение,452,0,452
4844,2016,9261843500,Республика Татарстан,Кайбицкое сельское поселение,721,0,721
4845,2016,9261843900,Республика Татарстан,Киятское сельское поселение,937,0,937
4846,2016,9261843800,Республика Татарстан,Кошки-Теняковское сельское поселение,625,0,625
4847,2016,9261844000,Республика Татарстан,Кошки-Шемякинское сельское поселение,637,0,637
4848,2016,9261844100,Республика Татарстан,Малобуинковское сельское поселение,666,0,666
4849,2016,9261844200,Республика Татарстан,Мещеряковское сельское поселение,768,0,768
4850,2016,9261844300,Республика Татарстан,Мокросавалеевское сельское поселение,719,0,719
4851,2016,9261844700,Республика Татарстан,Нижненаратбашское сельское поселение,1368,0,1368
4852,2016,9261845100,Республика Татарстан,Новотинчалинское сельское поселение,849,0,849
4853,2016,9261845400,Республика Татарстан,Новочечкабское сельское поселение,823,0,823
4854,2016,9261845500,Республика Татарстан,Нурлатское сельское поселение,183,0,183
4855,2016,9261845800,Республика Татарстан,Рунгинское сельское поселение,1320,0,1320
4856,2016,9261846200,Республика Татарстан,Сорок-Сайдакское сельское поселение,602,0,602
4857,2016,9261846900,Республика Татарстан,Старостуденецкое сельское поселение,1363,0,1363
4858,2016,9261847200,Республика Татарстан,Старотинчалинское сельское поселение,712,0,712
4859,2016,9261847600,Республика Татарстан,Тимбаевское сельское поселение,528,0,528
4860,2016,9261848000,Республика Татарстан,Черки-Гришинское сельское поселение,896,0,896
4861,2016,9261848300,Республика Татарстан,Черки-Кильдуразское сельское поселение,917,0,917
4862,2016,9261848700,Республика Татарстан,Чувашско-Кищаковское сельское поселение,621,0,621
4863,2016,9261849100,Республика Татарстан,Энтуганское сельское поселение,787,0,787
4864,2016,9261849500,Республика Татарстан,Яшевское сельское поселение,195,0,195
4865,2016,9262000000,Республика Татарстан,Верхнеуслонский муниципальный район,16580,96,16484
4866,2016,9262010100,Республика Татарстан,Городское поселение г. Иннополис,96,96,0
4867,2016,926201010011000,Республика Татарстан,г. Иннополис,96,96,0
4868,2016,9262040300,Республика Татарстан,Большемеминское сельское поселение,310,0,310
4869,2016,9262040500,Республика Татарстан,Бурнашевское сельское поселение,616,0,616
4870,2016,9262040800,Республика Татарстан,Вахитовское сельское поселение,402,0,402
4871,2016,9262041000,Республика Татарстан,Введенско-Слободское сельское поселение,490,0,490
4872,2016,9262041500,Республика Татарстан,Верхнеуслонское сельское поселение,5205,0,5205
4873,2016,9262042000,Республика Татарстан,Канашское сельское поселение,257,0,257
4874,2016,9262042500,Республика Татарстан,Кильдеевское сельское поселение,354,0,354
4875,2016,9262043500,Республика Татарстан,Коргузинское сельское поселение,589,0,589
4876,2016,9262044000,Республика Татарстан,Кураловское сельское поселение,1333,0,1333
4877,2016,9262044500,Республика Татарстан,Майданское сельское поселение,338,0,338
4878,2016,9262045000,Республика Татарстан,Макуловское сельское поселение,1625,0,1625
4879,2016,9262046000,Республика Татарстан,Набережно-Морквашское сельское поселение,1030,0,1030
4880,2016,9262046500,Республика Татарстан,Нижнеуслонское сельское поселение,482,0,482
4881,2016,9262047000,Республика Татарстан,Новорусско-Маматкозинское сельское поселение,251,0,251
4882,2016,9262047200,Республика Татарстан,Октябрьское сельское поселение,678,0,678
4883,2016,9262047300,Республика Татарстан,Печищинское сельское поселение,747,0,747
4884,2016,9262047400,Республика Татарстан,Соболевское сельское поселение,230,0,230
4885,2016,9262047500,Республика Татарстан,Шеланговское сельское поселение,1247,0,1247
4886,2016,9262047800,Республика Татарстан,Ямбулатовское сельское поселение,300,0,300
4887,2016,9262200000,Республика Татарстан,Высокогорский муниципальный район,47339,0,47339
4888,2016,9262240300,Республика Татарстан,Айбашское сельское поселение,702,0,702
4889,2016,9262240600,Республика Татарстан,Алан-Бексерское сельское поселение,556,0,556
4890,2016,9262240900,Республика Татарстан,Альдермышское сельское поселение,1078,0,1078
4891,2016,9262241100,Республика Татарстан,Березкинское сельское поселение,1828,0,1828
4892,2016,9262241200,Республика Татарстан,Бирюлинское сельское поселение,3045,0,3045
4893,2016,9262241500,Республика Татарстан,Большебитаманское сельское поселение,1040,0,1040
4894,2016,9262242100,Республика Татарстан,Большековалинское сельское поселение,594,0,594
4895,2016,9262242700,Республика Татарстан,Высокогорское сельское поселение,14206,0,14206
4896,2016,9262242900,Республика Татарстан,Дачное сельское поселение,732,0,732
4897,2016,9262243000,Республика Татарстан,Дубъязское сельское поселение,2038,0,2038
4898,2016,9262243100,Республика Татарстан,Иске-Казанское сельское поселение,1180,0,1180
4899,2016,9262243400,Республика Татарстан,Казакларское сельское поселение,579,0,579
4900,2016,9262244000,Республика Татарстан,Красносельское сельское поселение,5140,0,5140
4901,2016,9262244100,Республика Татарстан,Куркачинское сельское поселение,1882,0,1882
4902,2016,9262244300,Республика Татарстан,Мемдельское сельское поселение,934,0,934
4903,2016,9262244600,Республика Татарстан,Мульминское сельское поселение,1132,0,1132
4904,2016,9262245500,Республика Татарстан,Село-Алатское сельское поселение,600,0,600
4905,2016,9262245800,Республика Татарстан,Семиозерское сельское поселение,1010,0,1010
4906,2016,9262246200,Республика Татарстан,Суксинское сельское поселение,716,0,716
4907,2016,9262246400,Республика Татарстан,Ташлы-Ковалинское сельское поселение,549,0,549
4908,2016,9262246700,Республика Татарстан,Усадское сельское поселение,2281,0,2281
4909,2016,9262247300,Республика Татарстан,Чепчуговское сельское поселение,1920,0,1920
4910,2016,9262247400,Республика Татарстан,Чернышевское сельское поселение,1083,0,1083
4911,2016,9262247900,Республика Татарстан,Шапшинское сельское поселение,1324,0,1324
4912,2016,9262248500,Республика Татарстан,Ямашурминское сельское поселение,1190,0,1190
4913,2016,9262400000,Республика Татарстан,Дрожжановский муниципальный район,23148,0,23148
4914,2016,9262440500,Республика Татарстан,Алешкин-Саплыкское сельское поселение,1187,0,1187
4915,2016,9262441000,Республика Татарстан,Большеаксинское сельское поселение,1266,0,1266
4916,2016,9262441500,Республика Татарстан,Большецильнинское сельское поселение,835,0,835
4917,2016,9262442000,Республика Татарстан,Городищенское сельское поселение,759,0,759
4918,2016,9262442500,Республика Татарстан,Звездинское сельское поселение,924,0,924
4919,2016,9262443000,Республика Татарстан,Малоцильнинское сельское поселение,1430,0,1430
4920,2016,9262443500,Республика Татарстан,Марсовское сельское поселение,1355,0,1355
4921,2016,9262444000,Республика Татарстан,Матакское сельское поселение,1072,0,1072
4922,2016,9262444500,Республика Татарстан,Нижнечекурское сельское поселение,1042,0,1042
4923,2016,9262445000,Республика Татарстан,Новобурундуковское сельское поселение,450,0,450
4924,2016,9262445500,Республика Татарстан,Новоильмовское сельское поселение,1054,0,1054
4925,2016,9262446000,Республика Татарстан,Новоишлинское сельское поселение,890,0,890
4926,2016,9262446500,Республика Татарстан,Село-Убейское сельское поселение,1502,0,1502
4927,2016,9262447000,Республика Татарстан,Стародрожжановское сельское поселение,4375,0,4375
4928,2016,9262447500,Республика Татарстан,Старокакерлинское сельское поселение,1226,0,1226
4929,2016,9262448000,Республика Татарстан,Старочукалинское сельское поселение,630,0,630
4930,2016,9262448500,Республика Татарстан,Старошаймурзинское сельское поселение,1342,0,1342
4931,2016,9262449000,Республика Татарстан,Чувашско-Дрожжановское сельское поселение,1106,0,1106
